Date,title,detail,combined_text,positive,neutral,negative,score,entry_count
2025-01-28T21:11:00+08:00,"US chip policy, DeepSeek wipe out RM23b market cap in 15 AI proxy companies on Bursa","KUALA LUMPUR (Jan 28). The sell-off of artificial intelligence (AI) proxies continued on Tuesday, with approximately RM23.33 billion in market capitalisation among 15 Bursa Malaysia-listed companies wiped out since mid-January this year.","US chip policy, DeepSeek wipe out RM23b market cap in 15 AI proxy companies on Bursa - KUALA LUMPUR (Jan 28). The sell-off of artificial intelligence (AI) proxies continued on Tuesday, with approximately RM23.33 billion in market capitalisation among 15 Bursa Malaysia-listed companies wiped out since mid-January this year.",0.000389695109333843,0.002678892109543085,0.9969314336776733,-0.9965417385683395,1
2025-01-28T17:50:00+08:00,"FBM KLCI hits five-month low, down 0.40% to 1,552.69 on Jan 28, 2025",KUALA LUMPUR (Jan 28). Below is a summary of how key Bursa Malaysia indices and the ringgit performed on Tuesday.,"FBM KLCI hits five-month low, down 0.40% to 1,552.69 on Jan 28, 2025 - KUALA LUMPUR (Jan 28). Below is a summary of how key Bursa Malaysia indices and the ringgit performed on Tuesday.",0.0007259367848746479,0.003059056121855974,0.9962150454521179,-0.9954891086672433,1
2025-01-27T18:08:00+08:00,"FBM KLCI down 0.94% to 1,558.97 on Jan 27, 2025",A summary of how key Bursa Malaysia indices and the ringgit performed on Monday.,"FBM KLCI down 0.94% to 1,558.97 on Jan 27, 2025 - A summary of how key Bursa Malaysia indices and the ringgit performed on Monday.",0.005450308322906494,0.0066370549611747265,0.9879125952720642,-0.9824622869491577,1
2025-01-27T14:00:00+08:00,"Principal Asset Management. Global liquidity remains intact, but volatility will increase","MOVING into 2025, the broad macro backdrop for global equities looks positive given the improving economic conditions, growing corporate earnings, solid balance sheets and favourable credit conditions, say experts at Principal Asset Management.

That said, liquidity, which was the linchp...","Principal Asset Management. Global liquidity remains intact, but volatility will increase - MOVING into 2025, the broad macro backdrop for global equities looks positive given the improving economic conditions, growing corporate earnings, solid balance sheets and favourable credit conditions, say experts at Principal Asset Management.

That said, liquidity, which was the linchp...",0.9919911026954651,0.00713967252522707,0.0008692648261785507,0.9911218378692865,1
2025-01-24T17:56:00+08:00,"FBM KLCI down 0.22% to 1,573.73 on Jan 24, 2025",A summary of how key Bursa Malaysia indices and the ringgit performed on Friday.,"FBM KLCI down 0.22% to 1,573.73 on Jan 24, 2025 - A summary of how key Bursa Malaysia indices and the ringgit performed on Friday.",0.009338543750345707,0.011692539788782597,0.9789688587188721,-0.9696303149685264,1
2025-01-23T18:38:00+08:00,"FBM KLCI down 0.67% to 1,577.2 on Jan 23, 2025",KUALA LUMPUR (Jan 23). Below is a summary of how key Bursa Malaysia indices and the ringgit performed on Thursday.,"FBM KLCI down 0.67% to 1,577.2 on Jan 23, 2025 - KUALA LUMPUR (Jan 23). Below is a summary of how key Bursa Malaysia indices and the ringgit performed on Thursday.",0.024168629199266434,0.019803037866950035,0.9560282826423645,-0.9318596534430981,1
2025-01-23T17:25:00+08:00,Investor Opportunities in the Year of the Wood Snake. Renewal and Adaptability in 2025,"2025 marks the Year of the Wood Snake, a symbol of renewal, adaptability, and resilience. These traits are as vital to navigating today's markets as they are reflective of the year's zodiac themes. The last time the Wood Snake graced the markets was in 1965, which saw a bullish year for that cycle, with both the Dow Jones and S&P 500 ending that cycle at then-all-time-highs, increasing by approximately 9.3% and 7.3% respectively. This year, investors face a different set of challenges and opportunities that require strategic thinking, a global perspective, and the flexibility to adapt to an evolving market environment. As a whole, we feel that there are multiple indicators to be cautiously optimistic about the investment outlook for 2025, with investors needing to tactically navigate key global and market events.","Investor Opportunities in the Year of the Wood Snake. Renewal and Adaptability in 2025 - 2025 marks the Year of the Wood Snake, a symbol of renewal, adaptability, and resilience. These traits are as vital to navigating today's markets as they are reflective of the year's zodiac themes. The last time the Wood Snake graced the markets was in 1965, which saw a bullish year for that cycle, with both the Dow Jones and S&P 500 ending that cycle at then-all-time-highs, increasing by approximately 9.3% and 7.3% respectively. This year, investors face a different set of challenges and opportunities that require strategic thinking, a global perspective, and the flexibility to adapt to an evolving market environment. As a whole, we feel that there are multiple indicators to be cautiously optimistic about the investment outlook for 2025, with investors needing to tactically navigate key global and market events.",0.9596341252326965,0.03775575011968613,0.002610089723020792,0.9570240355096757,1
2025-01-23T15:00:00+08:00,Cover Story 2. Investing ideas for 2025,,Cover Story 2. Investing ideas for 2025 - ,0.00170981721021235,0.9982144832611084,7.570267916889861e-05,0.0016341145310434513,1
2025-01-22T18:59:00+08:00,"Look beyond Malaysian proxies of data centres, says Manulife IM","Investors looking for opportunities in Malaysia are recommended to look beyond data centre-related stocks and proxies to artificial intelligence (AI), amid the US restriction on AI chip exports, said Manulife Investment Management (Manulife IM).","Look beyond Malaysian proxies of data centres, says Manulife IM - Investors looking for opportunities in Malaysia are recommended to look beyond data centre-related stocks and proxies to artificial intelligence (AI), amid the US restriction on AI chip exports, said Manulife Investment Management (Manulife IM).",0.7396479249000549,0.2337646782398224,0.026587359607219696,0.7130605652928352,1
2025-01-22T18:19:00+08:00,"FBM KLCI up 0.46% to 1,587.8 on Jan 22, 2025",Below is a summary of how key Bursa Malaysia indices and the ringgit performed on Wednesday.,"FBM KLCI up 0.46% to 1,587.8 on Jan 22, 2025 - Below is a summary of how key Bursa Malaysia indices and the ringgit performed on Wednesday.",0.7702485918998718,0.0898054912686348,0.13994593918323517,0.6303026527166367,1
